Component Name,Licenses,Licenses Links,Package Type,Component Id,Package Id,Version
org.springframework:spring-context,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-context:6.2.1,gav://org.springframework:spring-context,6.2.1
org.springframework:spring-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-core:6.2.1,gav://org.springframework:spring-core,6.2.1
org.springframework:spring-expression,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-expression:6.2.1,gav://org.springframework:spring-expression,6.2.1
org.springframework:spring-jcl,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-jcl:6.2.1,gav://org.springframework:spring-jcl,6.2.1
org.springframework:spring-jdbc,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-jdbc:6.2.1,gav://org.springframework:spring-jdbc,6.2.1
org.springframework:spring-orm,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-orm:6.2.1,gav://org.springframework:spring-orm,6.2.1
org.springframework:spring-oxm,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-oxm:6.2.1,gav://org.springframework:spring-oxm,6.2.1
org.springframework:spring-tx,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-tx:6.2.1,gav://org.springframework:spring-tx,6.2.1
org.springframework:spring-web,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-web:6.2.1,gav://org.springframework:spring-web,6.2.1
org.springframework:spring-webmvc,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-webmvc:6.2.1,gav://org.springframework:spring-webmvc,6.2.1
org.terracotta:offheap-store,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.terracotta:offheap-store:2.5.3,gav://org.terracotta:offheap-store,2.5.3
org.terracotta:statistics,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.terracotta:statistics:2.1.2,gav://org.terracotta:statistics,2.1.2
org.terracotta:terracotta-utilities-tools,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.terracotta:terracotta-utilities-tools:0.0.15,gav://org.terracotta:terracotta-utilities-tools,0.0.15
org.yaml:snakeyaml,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.yaml:snakeyaml:2.3,gav://org.yaml:snakeyaml,2.3
sizeof-agent.jar,Unknown,,generic,sizeof-agent.jar,generic://sha256:60e093acb08d3bc30235ef15941380195cbb85b1ec8b4afd672249f9c530e356/sizeof-agent.jar,
trustbroker-api-1.9.0.20250206T141255Z.jar,Unknown,,generic,trustbroker-api-1.9.0.20250206T141255Z.jar,generic://sha256:ad644df5ba78f0fc2dca49ec71538b85aa4bd6da6f1c11067dbac02f4a5f9e5d/trustbroker-api-1.9.0.20250206T141255Z.jar,
trustbroker-common-1.9.0.20250206T141255Z.jar,"AGPL-3.0,Apache-2.0,BSD-3-Clause","http://www.gnu.org/licenses/agpl.txt,http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-3-Clause",generic,trustbroker-common-1.9.0.20250206T141255Z.jar,generic://sha256:9fcd406ff62475d658b6c658c9ff806b1a0339e57eada1e85da95dc0e11f8f54/trustbroker-common-1.9.0.20250206T141255Z.jar,
trustbroker-service-1.9.0.20250206T141255Z.jar,"AGPL-3.0,Apache-2.0","http://www.gnu.org/licenses/agpl.txt,http://licenses.nuget.org/Apache-2.0",generic,trustbroker-service-1.9.0.20250206T141255Z.jar,generic://sha256:7f115488dac96ed23da427dc22c99cd06956ebe77c41a38f5bfa7cd1d12784ed/trustbroker-service-1.9.0.20250206T141255Z.jar,
trustbroker-swiss/trustbroker-application,Unknown,,docker,trustbroker-swiss/trustbroker-application:1.9.0.20250206T141255Z,docker://trustbroker-swiss/trustbroker-application,1.9.0.20250206T141255Z
trustbroker-wstrust-service-1.9.0.20250206T141255Z.jar,Unknown,,generic,trustbroker-wstrust-service-1.9.0.20250206T141255Z.jar,generic://sha256:17b2b294e378a06018155eed4572a4e0ce26c04577bf9d637399b46e6d1233f3/trustbroker-wstrust-service-1.9.0.20250206T141255Z.jar,
